claim_id,amount
425,701220.57
426,1047680.16
427,931612.35
428,1641912.07
429,626461.72
430,624033.54
431,604770.19
432,677101.84
433,603736.8
434,1265525.25
435,675404.81
436,607115.73
437,785993.67
438,640812.79
439,921755.59
440,959463.02
441,662753.36
442,1373156.14
443,784957.79
444,808941.31
445,848146.67
446,715078.13
447,670535.3
448,617622.26
449,618430.14
450,716553.67
451,711758.72
452,667204.78
453,1075928.44
454,792268.56
455,1191846.17
456,983907.18
457,1075167.89
458,623328.18
459,620820.57
460,1056403.05
461,1527602.57
462,651357.03
463,713633.76
464,894070.33
465,675734.81
466,779491.13
467,797328.93
468,1245222.35
469,1034550.75
470,705317.15
471,775478.0
472,1014671.3
473,686726.01
474,2014361.83
475,997290.75
476,709765.92
477,738242.18
478,712247.94
479,889603.3
480,823010.17
481,610555.12
482,885979.92
483,858478.58
484,697954.07
485,1716807.95
486,619240.42
487,660752.2
488,875924.39
489,1281965.62
490,1227936.71
491,1896524.13
492,1147431.82
493,722540.58
494,787210.14
495,1673690.54
496,958245.58
497,676108.63
498,1346823.48
499,1459665.04
500,739113.97
501,5074779.08
502,811172.41
503,639913.12
504,735518.37
505,655569.09
506,797673.45
507,1552701.04
508,694571.93
509,632719.76
510,848860.69
511,3057351.77
512,1050006.1
513,698771.82
514,755181.18
515,2537270.09
516,802540.46
517,800341.24
518,622996.77
519,983942.23
520,1739348.57
521,626357.39
522,614678.0
523,616195.84
524,2257513.43
525,1487607.6
526,1550788.49
527,736905.88
528,1174762.16
529,681026.11
530,839774.62
531,794378.21
532,1258446.87
533,1109373.62
534,823258.22
535,881409.01
536,1397987.48
537,2047851.61
538,624977.33
539,1549880.95
540,826950.48
541,717860.82
542,1420784.44
543,817790.98
544,1362847.33
545,753763.76
546,745210.82
547,1445631.24
548,923265.44
549,1072652.74
550,724544.7
551,1103258.45
552,957645.39
553,2257763.04
554,636405.99
555,656736.37
556,610224.3
557,1411015.59
558,663447.58
559,633463.87
560,643352.65
561,973470.15
562,1007547.89
563,1195333.46
564,843848.51
565,806828.73
566,720735.41
567,872222.89
568,1110294.06
569,642301.72
570,760372.07
571,847267.41
572,767023.39
573,5548432.68
574,781875.85
575,654271.13
576,737602.22
577,974997.73
578,611879.79
579,965768.08
580,732432.97
581,634046.84
582,1017389.74
583,685923.67
584,659912.98
585,735147.86
586,603572.24
587,911954.35
588,1332418.97
589,1288031.85
590,1016692.39
591,656420.96
592,1103423.68
593,1251984.59
594,846178.27
595,1045122.46
596,742581.49
597,1168378.18
598,608896.5
599,672059.65
600,612652.82
601,748973.28
602,846578.99
603,842017.05
604,634670.07
605,735886.6
606,1104409.08
607,776621.75
608,1082024.21
609,678102.79
610,708017.16
611,602905.58
612,1291579.47
613,1993247.99
614,1684375.06
615,720912.77
616,672034.93
617,627976.17
618,656161.03
619,641935.82
620,965479.68
621,602157.94
622,740470.79
623,654982.75
624,611071.94
625,1639220.65
626,717143.97
627,1380947.45
628,2918433.1
629,676112.62
630,661789.9
631,718097.65
632,655083.06
633,698624.95
634,719546.42
635,673198.52
636,650838.18
637,780248.94
638,3958736.74
639,1179150.78
640,603336.6
641,1074993.29
642,802177.86
643,627725.01
644,641530.63
645,774352.98
646,623440.73
647,2166342.0
648,3592835.82
649,760865.4
650,605743.07
651,675491.68
652,670828.21
653,858904.51
654,625419.82
655,810763.45
656,766877.21
657,853786.62
658,2021474.3
659,1049809.65
660,638690.41
661,1507471.0
662,1119399.01
663,701394.1
664,818418.48
665,601554.91
666,607660.52
667,703862.74
668,841755.29
669,605307.56
670,707265.43
671,660570.76
672,623209.81
673,868626.74
674,3082389.28
675,830288.45
676,818001.72
677,708800.0
678,884580.52
679,654564.1
680,748276.89
681,2161217.23
682,1029218.57
683,867556.58
684,1082466.11
685,629538.64
686,667524.34
687,789792.89
688,616903.34
689,670390.98
690,730432.93
691,611329.6
692,1078200.97
693,754700.95
694,638443.47
695,1075418.38
696,950439.43
697,1130002.52
698,665720.49
699,745587.11
700,3400447.39
701,632436.39
702,1264124.0
703,730943.35
704,974393.92
705,627153.91
706,617649.2
707,604762.72
708,607764.38
709,981768.59
710,851818.77
711,688282.61
712,958962.68
713,725953.15
714,678685.29
715,988008.17
716,916488.75
717,631645.58
718,607258.43
719,648632.02
720,643173.7
721,764893.89
722,634339.79
723,636532.56
724,745912.57
725,915278.07
726,903270.4
727,769605.0
728,1162016.62
729,716171.66
730,660896.8
731,1018541.84
732,1052199.49
733,764338.86
734,749914.5
735,892986.56
736,692423.19
737,884796.85
738,993691.45
739,902979.08
740,791066.15
741,648676.43
742,664298.64
743,859347.18
744,1168850.85
745,801455.49
746,619002.75
747,612837.49
748,618279.85
749,816157.73
750,1017292.9
751,698255.36
752,1055651.42
753,673207.44
754,1028002.39
755,905407.49
756,711905.37
757,1744411.55
758,629300.42
759,2749851.76
760,653110.34
761,856190.25
762,847805.45
763,704555.91
764,655424.57
765,1407422.85
766,1049005.39
767,1006058.49
768,666116.83
769,729468.58
770,758846.89
771,1042594.49
772,1288993.27
773,694520.65
774,730405.69
775,750289.96
776,1448645.89
777,1046386.32
778,2169498.37
779,1096636.83
780,692182.83
781,886083.62
782,687569.72
783,637187.01
784,667918.54
785,621231.37
786,641049.67
787,720882.2
788,901024.74
789,646894.79
790,1110455.34
791,797593.67
792,695544.98
793,618412.58
794,697531.99
795,638656.72
796,2031950.81
797,740602.11
798,795331.67
799,670197.06
800,633432.69
801,681797.96
802,1939333.18
803,669559.03
804,2600549.68
805,669729.24
806,2709349.71
807,606434.81
808,606749.42
809,840434.05
810,2220850.49
811,709765.38
812,640131.51
813,811483.71
814,1263488.1
815,1111266.88
816,634786.72
817,637264.83
818,978539.77
819,759686.39
820,779788.83
821,636043.55
822,1056429.27
823,697536.91
824,656926.57
825,846150.94
826,628765.1
827,664951.66
828,719693.55
829,669580.83
830,1236138.15
831,642972.35
832,893420.21
833,660398.57
834,693499.37
835,1307620.13
836,650161.57
837,645267.49
838,1400547.05
839,888064.17
840,1465070.23
841,700305.11
842,629009.46
843,619248.18
844,985268.28
845,795391.87
846,826526.5
847,614618.17
848,786712.45
849,1101256.81
850,1919442.91
851,628557.54
852,1237498.82
853,632859.4
854,1541569.01
855,1008612.97
856,695801.24
857,776547.95
858,614387.27
859,1204288.81
860,908455.9
861,744739.45
862,1153622.4
863,707225.23
864,1016840.39
865,615937.91
866,1169539.11
867,630067.41
868,2991084.04
869,1009454.88
870,2419806.58
871,1063493.58
872,1409918.32
873,685307.0
874,805553.35
875,730359.15
876,1271096.26
877,980901.77
878,1144330.75
879,659552.47
880,932045.44
881,638517.37
882,938259.98
883,663201.07
884,3054875.71
885,851643.73
886,935025.3
887,914013.55
888,617039.08
889,752419.63
890,728253.87
891,663563.7
892,1022034.31
893,782054.44
894,674063.33
895,692845.91
896,1310587.74
897,744751.77
898,1597467.09
899,700282.83
900,971029.01
901,1151249.55
902,1382032.98
903,1179754.1
904,746314.75
905,605640.97
906,799510.19
907,829381.22
908,875904.27
909,1043051.97
910,621364.02
911,606720.95
912,1218056.39
913,849333.79
914,925730.45
915,801269.68
916,1151823.72
917,658694.9
918,874874.15
919,642011.63
920,669711.63
921,620168.32
922,863680.52
923,973760.99
924,681469.69
925,3011667.82
926,1901215.04
927,667934.73
928,625234.67
929,692331.49
930,778791.45
931,742426.22
932,912863.53
933,639310.95
934,618068.69
935,636429.02
936,649617.71
937,620116.74
938,660681.99
939,2121817.03
940,1301850.49
941,672231.86
942,787064.8
943,660644.4
944,2545043.29
945,869364.36
946,700769.04
947,1380312.06
948,1178888.74
949,1164688.5
950,715659.13
951,1120161.13
952,821006.68
953,1724620.21
954,1111803.12
955,772992.06
956,892983.4
957,1221374.94
958,611897.79
959,625359.83
960,620123.54
961,750745.63
962,633428.3
963,676511.38
964,964489.99
965,852978.48
966,728120.65
967,678296.59
968,631485.64
969,1366523.09
970,4048375.17
971,611847.31
972,1341226.39
973,753811.52
974,766635.61
975,735380.15
976,1000766.27
977,635193.07
978,1726821.79
979,1068247.93
980,634575.67
981,837223.7
982,699893.86
983,1045867.09
984,1185302.03
985,840708.77
986,658965.02
987,787975.91
988,1900962.98
989,967906.64
990,815602.47
991,1010765.18
992,1165094.88
993,954256.38
994,774083.52
995,612012.35
996,633658.31
997,1770726.81
998,834649.76
999,651697.04
1000,1066997.33
1001,807081.66
1002,2067896.06
1003,1163125.61
1004,1340910.96
1005,677822.92
1006,682904.44
1007,1872434.57
1008,627604.25
1009,1584290.82
1010,1095353.43
1011,1518579.45
1012,629222.43
1013,913442.68
1014,675781.6
1015,798889.7
1016,1064414.24
1017,629004.08
1018,1546785.53
1019,948537.11
1020,1016279.35
1021,884875.7
1022,696119.81
1023,2305659.42
1024,653235.38
1025,662988.18
1026,608754.97
1027,600472.45
1028,627858.81
1029,840413.18
1030,869983.12
1031,996835.28
1032,1097026.86
1033,2459532.33
1034,783260.08
1035,1064687.34
1036,1096333.12
1037,676570.42
1038,648436.78
1039,842134.6
1040,619785.72
1041,1463095.32
1042,1475657.71
1043,1323198.57
1044,1438698.4
1045,637903.76
1046,1009965.71
1047,690069.3
1048,691985.66
1049,679430.7
1050,1222547.25
1051,919046.71
1052,712272.82
1053,607374.12
1054,728624.47
1055,636704.5
1056,773387.02
1057,1136410.6
1058,931508.0
1059,811062.81
1060,635483.64
1061,979817.83
1062,783029.69
1063,1427456.67
1064,986211.0
1065,1463526.82
1066,610306.14
1067,1043799.57
1068,1044823.2
1069,1032904.64
1070,1000770.63
1071,1114901.63
1072,627517.71
1073,1804837.92
1074,623868.13
1075,1656201.06
1076,924245.82
1077,645914.7
1078,647609.48
1079,790063.82
1080,1222293.36
1081,1094635.29
1082,656172.39
1083,1042110.33
1084,783202.93
1085,1203620.82
1086,759796.3
1087,1023137.14
1088,657047.15
1089,683811.33
1090,631583.34
1091,706458.59
1092,895882.48
1093,693654.11
1094,826041.31
1095,872949.37
1096,870463.53
1097,724405.06
1098,784777.92
1099,1035547.03
1100,1357235.85
1101,929245.79
1102,1904513.35
1103,998985.41
1104,753822.15
1105,813154.29
1106,866372.67
1107,625061.0
1108,866656.8
1109,816286.31
1110,1190816.02
1111,978028.52
1112,1453289.35
1113,604231.98
1114,605049.95
1115,1744599.74
1116,1690527.99
1117,644934.56
1118,1336540.35
1119,786666.53
1120,819765.51
1121,696158.77
1122,2032161.81
1123,1042340.33
1124,755691.57
1125,786981.81
1126,626165.44
1127,612037.66
1128,1248624.22
1129,668059.21
1130,919091.39
1131,844545.23
1132,637539.74
1133,683946.94
1134,843170.73
1135,1097380.33
1136,898899.95
1137,791061.28
1138,1299255.34
1139,1009751.27
1140,786616.63
1141,1360421.43
1142,1388595.09
1143,884628.23
1144,1629884.41
1145,877928.02
1146,1294389.85
1147,667227.32
1148,674867.29
1149,770523.08
1150,723859.97
1151,601459.06
1152,728301.13
1153,1657858.03
1154,617663.21
1155,606074.73
1156,986811.37
1157,608538.37
1158,2488852.61
1159,655624.79
1160,629724.95
1161,705571.29
1162,774047.51
1163,1666699.92
1164,816470.07
1165,667820.11
1166,893327.18
1167,652298.2
1168,657296.29
1169,765913.82
1170,645521.7
1171,701521.98
1172,992060.56
1173,625162.96
1174,678418.23
1175,1004687.92
1176,915394.22
1177,993561.47
1178,622071.01
1179,687349.96
1180,782617.51
1181,1120470.23
1182,792574.73
1183,678261.88
1184,628307.28
1185,636820.03
1186,827086.93
1187,604290.84
1188,834382.03
1189,625049.25
1190,3180545.92
1191,630860.48
1192,1043421.1
1193,641495.27
1194,662827.9
1195,633303.47
1196,861845.42
1197,942776.37
1198,765417.75
1199,667166.64
1200,804104.51
1201,774035.09
1202,1394662.99
1203,723691.41
1204,893894.58
1205,620899.32
1206,946683.01
1207,640752.6
1208,756956.7
1209,655329.0
1210,1005923.83
1211,742902.09
1212,743632.92
1213,977944.76
1214,724257.2
1215,989328.66
1216,695823.35
1217,964398.95
1218,610231.16
1219,635210.36
1220,849836.77
1221,788860.3
1222,730849.77
1223,1116592.3
1224,2709328.73
1225,620247.16
1226,897142.47
1227,2004799.77
1228,661244.2
1229,1365569.6
1230,686618.94
1231,666081.58
1232,1783363.51
1233,647579.03
1234,771558.92
1235,622545.77
1236,977311.57
1237,786262.54
1238,802905.24
1239,613428.64
1240,667652.52
1241,821600.25
1242,1031025.74
1243,1458683.86
1244,665268.75
1245,673392.92
1246,1127513.74
1247,647715.14
1248,624829.06
1249,610296.18
1250,848896.12
1251,10000000.0
1252,1306758.07
1253,703578.2
1254,724089.86
1255,966379.4
1256,651836.51
1257,679747.37
1258,720145.86
1259,1138273.82
1260,729135.6
1261,615872.58
1262,912905.85
1263,631727.24
1264,652603.83
1265,679020.62
1266,935784.37
1267,665874.73
1268,1095682.55
1269,722504.17
1270,609632.39
1271,630101.85
1272,749008.1
1273,807447.76
1274,1016185.44
1275,863917.02
1276,1344585.8
1277,752039.1
1278,784176.56
1279,1305891.24
1280,2337999.31
1281,745476.85
1282,617087.68
1283,1333428.69
1284,775302.39
1285,881955.52
1286,771323.71
1287,623466.31
1288,665025.05
1289,893336.72
1290,613475.46
1291,754488.36
1292,931498.2
1293,661258.41
1294,1296217.71
1295,1232104.15
1296,617194.58
1297,1654786.57
1298,644972.48
1299,624261.06
1300,1116086.22
1301,702502.38
1302,669464.81
1303,1829546.23
1304,1199443.31
1305,1143146.65
1306,794310.33
1307,635529.84
1308,949915.49
1309,709713.04
1310,2928041.38
1311,759315.03
1312,868253.67
1313,609926.99
1314,801012.68
1315,656438.46
1316,613191.18
1317,632355.45
1318,1445480.93
1319,1161820.84
1320,862157.15
1321,1115551.61
1322,1116097.26
1323,1016592.94
1324,2265515.12
1325,726785.1
1326,627548.18
1327,895161.5
1328,939632.98
1329,643737.93
1330,601827.19
1331,649515.17
1332,1127311.27
1333,794309.51
1334,946207.06
1335,839809.34
1336,3088245.97
1337,681357.84
1338,604627.5
1339,888259.96
1340,653649.18
1341,768867.14
1342,753827.44
1343,795911.54
1344,646842.94
1345,1663411.66
1346,772715.0
1347,651758.75
1348,892238.89
1349,777847.77
1350,610956.82
1351,687929.63
1352,809128.85
1353,748243.87
1354,766596.25
1355,773303.54
1356,817861.72
1357,800259.43
1358,1181021.59
1359,603000.23
1360,812281.7
1361,1045401.88
1362,965679.44
1363,737976.49
1364,657778.04
1365,900807.67
1366,796770.16
1367,619555.04
1368,602204.09
1369,2276902.33
1370,947970.02
1371,822331.69
1372,1334239.26
1373,1177352.68
1374,790320.56
1375,1100697.69
1376,645490.62
1377,1379983.02
1378,658460.27
1379,623080.49
1380,820821.8
1381,908113.67
1382,1144824.2
1383,1256283.63
1384,1055925.85
1385,2761202.82
1386,645185.04
1387,968553.45
1388,829337.7
1389,1164350.73
1390,719276.67
1391,743066.63
1392,739484.02
1393,908115.3
1394,744050.03
1395,806253.71
1396,721028.27
1397,645137.66
1398,805212.61
1399,994888.17
1400,757753.72
1401,1229516.74
1402,628937.7
1403,1361717.49
1404,2936250.32
1405,2826394.66
1406,674141.94
1407,768339.21
1408,670463.27
1409,1670717.54
1410,653618.0
1411,643866.05
1412,817365.34
1413,816580.09
1414,1350566.99
1415,1205727.83
1416,968897.86
1417,1685840.19
1418,3532745.46
1419,704314.12
1420,2775228.0
1421,638939.51
1422,828051.78
1423,947929.41
1424,3683865.38
1425,632972.15
1426,857834.42
1427,967565.03
1428,1057939.29
1429,772655.27
1430,831561.61
1431,1873321.04
1432,619455.46
1433,643082.58
1434,1684449.2
1435,874520.78
1436,1391823.61
1437,854055.75
1438,1283613.32
1439,1122062.5
1440,646291.83
1441,1256168.67
1442,2022025.28
1443,710587.55
1444,1739320.03
1445,764780.1
1446,635803.01
1447,810291.23
1448,1014184.2
1449,741288.33
1450,636339.72
1451,827352.04
1452,676524.99
1453,1087242.94
1454,723625.11
1455,834326.99
1456,612572.52
1457,786539.98
1458,1188630.97
1459,617568.48
1460,1599466.91
1461,672451.21
1462,664911.74
1463,1282198.16
1464,713100.95
1465,723133.57
1466,984729.3
1467,730789.39
1468,782230.43
1469,615715.34
1470,604091.65
1471,783806.77
1472,1167133.68
1473,747310.4
1474,722414.08
1475,1255639.92
1476,870569.8
1477,663070.95
1478,626091.42
1479,839924.69
1480,809081.87
1481,621605.6
1482,672155.52
1483,767414.69
1484,711519.89
1485,700808.96
1486,719081.61
1487,1284814.45
1488,907666.12
1489,3135022.13
1490,958512.46
1491,815581.86
1492,851046.71
1493,656822.8
1494,1832411.46
1495,734161.74
1496,2060641.48
1497,1333260.15
1498,639328.82
1499,628008.1
1500,1418757.21
1501,642267.34
1502,850884.22
1503,652837.7
1504,806673.99
1505,784594.04
1506,854914.61
1507,697458.34
1508,622265.01
1509,842374.92
1510,2054582.7
1511,605411.87
1512,617142.81
1513,1370831.04
1514,684286.43
1515,746579.65
1516,672432.57
1517,790145.16
1518,1033744.65
1519,625496.57
1520,909991.03
1521,977371.6
1522,1110670.2
1523,2640308.64
1524,633218.56
1525,1051947.21
1526,1317716.85
1527,701624.69
1528,704119.64
1529,10000000.0
1530,926790.31
1531,974398.21
1532,1278150.39
1533,1293443.38
1534,807153.34
1535,760080.7
1536,861838.15
1537,855799.3
1538,707234.15
1539,2730582.45
1540,664560.57
1541,2025391.11
1542,1488185.14
1543,1454615.14
1544,2338617.64
1545,2932794.49
1546,799015.06
1547,1136987.2
1548,1303165.91
1549,661833.57
1550,1802970.04
1551,7060377.38
1552,678634.08
1553,639745.42
1554,617648.65
1555,667992.74
1556,635664.55
1557,1081893.5
1558,1198769.82
1559,612952.87
1560,761411.15
1561,730651.32
1562,802121.71
1563,768899.34
1564,1403264.53
1565,1215303.79
1566,839865.48
1567,750783.67
1568,1743935.71
1569,658651.3
1570,783842.1
1571,1054721.44
1572,844816.28
1573,722175.19
1574,695958.16
1575,903999.09
1576,769260.21
1577,662529.14
1578,783987.95
1579,802461.26
1580,644735.01
1581,841271.1
1582,791031.6
1583,631728.75
1584,2575792.39
1585,629587.94
1586,1133704.74
1587,878642.99
1588,635865.79
1589,610089.26
1590,857143.56
1591,668186.14
1592,615881.36
1593,998901.59
1594,660100.26
1595,730670.41
1596,893605.74
1597,869767.1
1598,1413452.48
1599,1394274.26
1600,877566.94
1601,642176.1
1602,625880.56
1603,655760.16
1604,882514.71
1605,713114.54
1606,961611.38
1607,650781.04
1608,1181147.71
1609,952141.58
1610,718994.06
1611,1226478.88
1612,797862.64
1613,933954.36
1614,1172745.34
1615,708590.25
1616,871021.66
1617,10000000.0
1618,688698.2
1619,653323.08
1620,669743.37
1621,1280390.19
1622,873671.99
1623,647060.21
1624,1021851.77
1625,602907.47
1626,653834.74
1627,626510.05
1628,1886318.91
1629,809203.37
1630,1205885.69
1631,744397.04
1632,800654.28
1633,699547.61
1634,1780788.87
1635,833428.46
1636,813898.37
1637,992270.47
1638,736585.86
1639,896510.65
1640,674877.63
1641,2616855.33
1642,607669.75
1643,797367.13
1644,1183053.19
1645,796133.13
1646,1166040.38
1647,706615.72
1648,1233548.67
1649,664033.84
1650,8417378.01
1651,622837.25
1652,1389919.01
1653,754386.54
1654,749735.49
1655,1841081.3
1656,768572.46
1657,743779.33
1658,898271.74
1659,716071.85
1660,2415000.24
1661,800762.43
1662,738775.77
1663,1779375.02
1664,624875.54
1665,695612.73
1666,631764.53
1667,907512.7
1668,612304.53
1669,836792.18
1670,1153402.33
1671,623428.95
1672,849885.14
1673,2580346.38
1674,668956.26
1675,666381.94
1676,723624.47
1677,605609.07
1678,743300.92
1679,701113.85
1680,973856.22
1681,601137.48
1682,682148.06
1683,688261.73
1684,656159.86
1685,1332106.99
1686,634784.78
1687,656746.33
1688,839489.34
1689,745177.48
1690,614397.31
1691,681686.83
1692,2379388.23
1693,722918.72
1694,1135913.58
1695,987851.84
1696,722974.45
1697,701814.71
1698,1152733.42
1699,1972920.84
1700,1054997.95
1701,857613.37
1702,604527.06
1703,1073641.34
1704,1119715.39
1705,1028189.07
1706,1124132.7
1707,1080798.95
1708,785590.52
1709,663518.52
1710,680098.71
1711,658967.79
1712,702611.11
1713,1645450.99
1714,2710028.54
1715,1841769.99
1716,1480361.04
1717,610575.37
1718,770984.88
1719,873363.56
1720,1522936.0
1721,665277.6
1722,1211784.77
1723,2133282.24
1724,1217671.47
1725,686930.04
1726,673626.18
1727,627329.58
1728,700540.37
1729,754491.61
1730,649795.61
1731,741666.84
1732,1035673.36
1733,668401.13
1734,618231.79
1735,901422.43
1736,963409.38
1737,1090877.19
1738,658811.44
1739,732555.2
1740,708272.06
1741,936103.29
1742,655800.63
1743,1848707.48
1744,601425.09
1745,681831.59
1746,773190.38
1747,1438105.47
1748,697719.74
1749,733881.23
1750,629677.14
1751,662738.56
1752,787916.23
1753,710484.49
1754,850188.73
1755,1313754.31
1756,1046416.36
1757,1766550.04
1758,2160705.41
1759,627409.47
1760,796968.86
1761,1385286.82
1762,823631.89
1763,672660.35
1764,1120030.0
1765,1119513.63
1766,601215.99
1767,1007230.01
1768,749310.89
1769,750654.79
1770,944487.4
1771,1518238.75
1772,701429.03
1773,825505.79
1774,1063545.33
1775,691882.58
1776,1311806.56
1777,767335.14
1778,988571.73
1779,613847.21
1780,707227.04
1781,706085.46
1782,713207.25
1783,772528.28
1784,668515.68
1785,1137467.57
1786,660786.22
1787,1130325.8
1788,938742.27
1789,1279951.58
1790,2817486.46
1791,1780606.33
1792,742800.99
1793,866126.6
1794,2953658.43
1795,1918491.24
1796,665654.1
1797,1965285.31
1798,630700.86
1799,641273.27
1800,618577.8
1801,731077.66
1802,744122.61
1803,678916.17
1804,702918.91
1805,621315.24
1806,641847.85
1807,1183241.33
